Ensembl_gene_id	HGNC_symbol	DBD_Lambert2018	DBD_Codebook2026	is_TF	assessment_Lambert2018	conservative_reassessment	reassessment	motif_status	representative_motif_count	representative_motif_ids
ENSG00000164920	OSR2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	OSR2
ENSG00000172818	OVOL1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	OVOL1
ENSG00000125850	OVOL2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	OVOL2_1; OVOL2_2
ENSG00000181690	PLAG1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PLAG1
ENSG00000118495	PLAGL1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PLAGL1
ENSG00000126003	PLAGL2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PLAGL2
ENSG00000057657	PRDM1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM1
ENSG00000130711	PRDM12	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM12
ENSG00000147596	PRDM14	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM14
ENSG00000141956	PRDM15	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM15
ENSG00000110851	PRDM4	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	PRDM4_1; PRDM4_2
ENSG00000061455	PRDM6	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM6
ENSG00000164256	PRDM9	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	PRDM9
ENSG00000146587	RBAK	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RBAK
ENSG00000084093	REST	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	REST
ENSG00000124782	RREB1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	RREB1
ENSG00000165821	SALL2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SALL2
ENSG00000261678	SCRT1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SCRT1
ENSG00000215397	SCRT2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SCRT2_1; SCRT2_2
ENSG00000124216	SNAI1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SNAI1_1; SNAI1_2
ENSG00000019549	SNAI2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SNAI2
ENSG00000185669	SNAI3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SNAI3
ENSG00000185591	SP1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SP1_1; SP1_2
ENSG00000167182	SP2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SP2_1; SP2_2
ENSG00000172845	SP3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SP3_1; SP3_2
ENSG00000105866	SP4	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SP4
ENSG00000204335	SP5	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SP5
ENSG00000170374	SP7	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SP7
ENSG00000164651	SP8	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	SP8_1; SP8_2
ENSG00000217236	SP9	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	SP9
ENSG00000136451	VEZF1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	VEZF1
ENSG00000184937	WT1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	WT1
ENSG00000100811	YY1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	YY1
ENSG00000230797	YY2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	YY2
ENSG00000126804	ZBTB1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB1
ENSG00000066422	ZBTB11	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB11
ENSG00000204366	ZBTB12	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB12
ENSG00000198081	ZBTB14	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB14
ENSG00000109906	ZBTB16	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZBTB16_1; ZBTB16_2
ENSG00000179456	ZBTB18	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB18
ENSG00000181472	ZBTB2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB2
ENSG00000181722	ZBTB20	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB20
ENSG00000236104	ZBTB22	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB22
ENSG00000171448	ZBTB26	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB26
ENSG00000185670	ZBTB3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB3
ENSG00000011590	ZBTB32	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB32
ENSG00000177485	ZBTB33	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB33
ENSG00000185278	ZBTB37	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB37
ENSG00000174282	ZBTB4	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZBTB4_1; ZBTB4_2
ENSG00000179627	ZBTB42	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB42
ENSG00000169155	ZBTB43	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB43
ENSG00000196323	ZBTB44	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB44
ENSG00000119574	ZBTB45	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB45
ENSG00000204859	ZBTB48	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB48
ENSG00000168826	ZBTB49	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB49
ENSG00000186130	ZBTB6	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB6
ENSG00000178951	ZBTB7A	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZBTB7A_1; ZBTB7A_2
ENSG00000160685	ZBTB7B	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZBTB7B_1; ZBTB7B_2
ENSG00000184828	ZBTB7C	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZBTB7C
ENSG00000184517	ZFP1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP1
ENSG00000142065	ZFP14	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZFP14_1; ZFP14_2
ENSG00000196867	ZFP28	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP28
ENSG00000180787	ZFP3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP3
ENSG00000181638	ZFP41	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP41
ENSG00000179059	ZFP42	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZFP42_1; ZFP42_2
ENSG00000204644	ZFP57	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP57
ENSG00000020256	ZFP64	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP64
ENSG00000187815	ZFP69	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP69
ENSG00000187801	ZFP69B	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP69B
ENSG00000181007	ZFP82	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZFP82_1; ZFP82_2
ENSG00000184939	ZFP90	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP90
ENSG00000189420	ZFP92	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZFP92
ENSG00000005889	ZFX	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZFX_1; ZFX_2
ENSG00000152977	ZIC1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIC1
ENSG00000043355	ZIC2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIC2
ENSG00000156925	ZIC3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIC3
ENSG00000174963	ZIC4	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZIC4_1; ZIC4_2
ENSG00000139800	ZIC5	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIC5
ENSG00000171649	ZIK1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIK1
ENSG00000269699	ZIM2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZIM2
ENSG00000141946	ZIM3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZIM3_1; ZIM3_2
ENSG00000106261	ZKSCAN1	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZKSCAN1
ENSG00000155592	ZKSCAN2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZKSCAN2
ENSG00000189298	ZKSCAN3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZKSCAN3_1; ZKSCAN3_2
ENSG00000196652	ZKSCAN5	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZKSCAN5
ENSG00000196345	ZKSCAN7	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZKSCAN7
ENSG00000256223	ZNF10	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF10
ENSG00000197020	ZNF100	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF100
ENSG00000181896	ZNF101	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF101
ENSG00000178150	ZNF114	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF114
ENSG00000164631	ZNF12	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF12_1; ZNF12_2
ENSG00000197961	ZNF121	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF121
ENSG00000196418	ZNF124	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF124
ENSG00000131849	ZNF132	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF132
ENSG00000125846	ZNF133	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF133
ENSG00000213762	ZNF134	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF134
ENSG00000176293	ZNF135	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF135_1; ZNF135_2
ENSG00000196646	ZNF136	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF136
ENSG00000196387	ZNF140	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF140_1; ZNF140_2
ENSG00000131127	ZNF141	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF141
ENSG00000166478	ZNF143	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF143
ENSG00000167635	ZNF146	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF146
ENSG00000163848	ZNF148	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF148
ENSG00000179909	ZNF154	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF154
ENSG00000147117	ZNF157	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF157
ENSG00000170631	ZNF16	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF16
ENSG00000175787	ZNF169	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF169
ENSG00000186272	ZNF17	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF17
ENSG00000103343	ZNF174	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF174
ENSG00000105497	ZNF175	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF175
ENSG00000188629	ZNF177	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF177
ENSG00000154957	ZNF18	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF18_1; ZNF18_2
ENSG00000167384	ZNF180	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF180
ENSG00000197841	ZNF181	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF181
ENSG00000147118	ZNF182	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF182
ENSG00000096654	ZNF184	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF184_1; ZNF184_2
ENSG00000136870	ZNF189	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF189_1; ZNF189_2
ENSG00000157429	ZNF19	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF19
ENSG00000186448	ZNF197	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF197
ENSG00000275111	ZNF2	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF2
ENSG00000010539	ZNF200	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF200
ENSG00000166261	ZNF202	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF202
ENSG00000122386	ZNF205	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF205
ENSG00000121417	ZNF211	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF211
ENSG00000170260	ZNF212	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF212
ENSG00000085644	ZNF213	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF213
ENSG00000149050	ZNF214	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF214
ENSG00000171940	ZNF217	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF217
ENSG00000165804	ZNF219	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF219_1; ZNF219_2
ENSG00000165512	ZNF22	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF22
ENSG00000159885	ZNF222	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF222
ENSG00000178386	ZNF223	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF223
ENSG00000267680	ZNF224	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF224_1; ZNF224_2
ENSG00000256294	ZNF225	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF225
ENSG00000167377	ZNF23	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF23
ENSG00000167840	ZNF232	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF232
ENSG00000159917	ZNF235	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF235
ENSG00000130856	ZNF236	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF236_1; ZNF236_2
ENSG00000198105	ZNF248	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF248
ENSG00000175395	ZNF25	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF25
ENSG00000196150	ZNF250	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF250_1; ZNF250_2
ENSG00000213096	ZNF254	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF254
ENSG00000197134	ZNF257	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF257
ENSG00000198393	ZNF26	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF26
ENSG00000254004	ZNF260	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF260
ENSG00000006194	ZNF263	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF263_1; ZNF263_2
ENSG00000083844	ZNF264	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF264
ENSG00000174652	ZNF266	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF266
ENSG00000185947	ZNF267	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF267
ENSG00000198039	ZNF273	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF273_1; ZNF273_2
ENSG00000171606	ZNF274	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF274_1; ZNF274_2
ENSG00000158805	ZNF276	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF276
ENSG00000198538	ZNF28	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF28
ENSG00000169548	ZNF280A	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF280A
ENSG00000162702	ZNF281	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF281_1; ZNF281_2
ENSG00000170265	ZNF282	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF282
ENSG00000167637	ZNF283	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF283
ENSG00000186026	ZNF284	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF284
ENSG00000267508	ZNF285	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF285
ENSG00000141040	ZNF287	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF287
ENSG00000170684	ZNF296	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF296
ENSG00000166526	ZNF3	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF3
ENSG00000168661	ZNF30	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF30
ENSG00000145908	ZNF300	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF300
ENSG00000089335	ZNF302	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF302
ENSG00000131845	ZNF304	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF304
ENSG00000197935	ZNF311	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF311
ENSG00000205903	ZNF316	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF316_1; ZNF316_2
ENSG00000130803	ZNF317	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF317_1; ZNF317_2
ENSG00000169740	ZNF32	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF32
ENSG00000182986	ZNF320	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF320_1; ZNF320_2
ENSG00000181315	ZNF322	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF322
ENSG00000083812	ZNF324	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF324_1; ZNF324_2
ENSG00000249471	ZNF324B	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF324B
ENSG00000181894	ZNF329	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF329
ENSG00000130844	ZNF331	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	2	ZNF331_1; ZNF331_2
ENSG00000160961	ZNF333	C2H2 ZF	C2H2 ZF	Yes	Known motif	Known motif	Known motif	Motif (measured) - Lambert 2018	1	ZNF333
