TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold
A0A087WUU8	zf-C2H2_4,zf-C2H2,Prok-RING_2,C1_3,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_4,zinc_ribbon_5,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,Desulfoferrod_N,zf-HIT,KRAB,ADK_lid,DNA_RNApol_7kD,zf-trcl,DUF1610,CxxC_CxxC_SSSS,DUF164,zf-C2HC_2,BolA		M00955_2.00 (77.6%);M07687_2.00 (73.5%);M07715_2.00 (75.5%);M08381_2.00 (72.7%);M08921_2.00 (72.1%);M08934_2.00 (71.2%)	M00217_2.00 (51.4%);M00609_2.00 (54.1%);M00782_2.00 (59.2%);M00939_2.00 (67.0%);M00943_2.00 (62.3%);M00944_2.00 (64.7%);M00945_2.00 (59.7%);M00948_2.00 (64.7%);M00950_2.00 (67.0%);M00952_2.00 (64.7%);M00953_2.00 (64.7%);M00958_2.00 (64.7%);M00959_2.00 (63.5%);M00960_2.00 (67.0%);M01044_2.00 (51.5%);M01474_2.00 (50.9%);M02924_2.00 (61.0%);M03671_2.00 (51.7%);M04387_2.00 (54.8%);M04465_2.00 (54.2%);M04505_2.00 (52.7%);M04515_2.00 (52.8%);M04536_2.00 (50.0%);M04590_2.00 (55.3%);M04598_2.00 (56.5%);M04611_2.00 (59.2%);M04613_2.00 (50.9%);M04621_2.00 (50.6%);M04650_2.00 (60.1%);M07562_2.00 (52.9%);M07565_2.00 (69.5%);M07575_2.00 (66.6%);M07578_2.00 (54.0%);M07581_2.00 (54.5%);M07586_2.00 (64.4%);M07587_2.00 (54.4%);M07605_2.00 (54.4%);M07613_2.00 (59.9%);M07648_2.00 (51.6%);M07649_2.00 (51.6%);M07657_2.00 (53.0%);M07683_2.00 (56.4%);M07689_2.00 (50.4%);M07714_2.00 (67.8%);M07727_2.00 (56.0%);M07747_2.00 (57.2%);M07753_2.00 (55.7%);M07761_2.00 (68.2%);M07767_2.00 (57.7%);M07775_2.00 (66.3%);M07777_2.00 (51.5%);M08245_2.00 (53.6%);M08254_2.00 (52.0%);M08263_2.00 (55.0%);M08267_2.00 (57.0%);M08292_2.00 (53.2%);M08295_2.00 (67.3%);M08314_2.00 (54.0%);M08325_2.00 (59.7%);M08329_2.00 (53.4%);M08334_2.00 (53.3%);M08335_2.00 (56.2%);M08355_2.00 (58.9%);M08357_2.00 (50.9%);M08373_2.00 (51.3%);M08375_2.00 (59.1%);M08395_2.00 (50.4%);M08985_2.00 (60.0%);MA1124.1 (60.5%);MA1154.1 (50.3%);MA1592.1 (52.5%);MA1599.1 (63.0%);MA1601.1 (56.4%);MA1602.1 (56.2%)		
A0A087WV68	VGCC_alpha2,RRM_1,RRM_6,Calcipressin,OB_RNB,RRM_3,RRM_5					a0a087wv68.af3.0.meme;a0a087wv68.af3.5.meme;a0a087wv68.af3.4.meme;a0a087wv68.af3.1.meme;a0a087wv68.af3.3.meme;a0a087wv68.af3.2.meme
A0A087WVA2	zf-C2H2_4,C1_4,zf-C2H2,TFIIS_C,zf-BED,zf-C2H2_jaz,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,zf-C2H2_6,zf-LYAR			M00134_2.00 (54.2%);M00939_2.00 (63.0%);M00943_2.00 (64.2%);M00944_2.00 (63.0%);M00945_2.00 (54.6%);M00948_2.00 (61.9%);M00950_2.00 (61.9%);M00952_2.00 (65.4%);M00953_2.00 (63.0%);M00955_2.00 (58.3%);M00958_2.00 (61.9%);M00959_2.00 (63.0%);M00960_2.00 (63.0%);M02924_2.00 (57.8%);M04387_2.00 (53.3%);M04598_2.00 (51.4%);M04611_2.00 (53.4%);MA1124.1 (59.4%);MA1155.1 (51.6%);MA1513.1 (50.0%)	TFS_tr_A0A087WVA2_A0A087WVA2_HUMAN:515:596_1p47_A_1.meme;TFS_tr_A0A087WVA2_A0A087WVA2_HUMAN:515:596_4r2c_A_1.meme;TFS_tr_A0A087WVA2_A0A087WVA2_HUMAN:515:596_4x9j_A_1.meme;TFS_tr_A0A087WVA2_A0A087WVA2_HUMAN:499:596_2jp9_A_1.meme;TFS_tr_A0A087WVA2_A0A087WVA2_HUMAN:515:596_4r2d_A_1.meme	a0a087wva2.af3.2.meme;a0a087wva2.af3.4.meme;a0a087wva2.af3.3.meme;a0a087wva2.af3.0.meme;a0a087wva2.af3.1.meme;a0a087wva2.af3.5.meme
A0A087WVB7	MRP-L20,Homeobox,Homeobox_KN		M00354_2.00 (72.5%);M02111_2.00 (70.9%);M02231_2.00 (74.6%);M03076_2.00 (70.5%);M03204_2.00 (98.5%);M03855_2.00 (71.6%);M05367_2.00 (82.0%);M05419_2.00 (70.9%);M06291_2.00 (71.1%);M06326_2.00 (71.4%);MA0630.1 (82.0%);MA0680.1 (70.9%);MA0681.1 (71.4%);MA0713.1 (71.4%);MA0720.1 (94.0%);MA0721.1 (70.9%);MA0780.1 (72.5%);MA0874.1 (70.5%)	M00402_2.00 (50.4%);M00426_2.00 (58.5%);M00428_2.00 (54.9%);M00440_2.00 (54.9%);M00452_2.00 (66.1%);M00462_2.00 (51.7%);M00674_2.00 (55.5%);M00679_2.00 (52.5%);M01241_2.00 (55.7%);M02078_2.00 (56.7%);M02079_2.00 (60.3%);M02082_2.00 (67.2%);M02097_2.00 (59.2%);M02103_2.00 (53.5%);M02123_2.00 (50.6%);M02143_2.00 (68.9%);M02162_2.00 (57.4%);M02195_2.00 (55.9%);M02211_2.00 (50.0%);M02221_2.00 (52.3%);M03121_2.00 (54.1%);M03236_2.00 (62.1%);M03250_2.00 (63.9%);M03278_2.00 (61.7%);M03776_2.00 (67.6%);M03798_2.00 (50.0%);M03819_2.00 (59.0%);M03828_2.00 (64.5%);M03851_2.00 (65.5%);M03876_2.00 (67.2%);M03887_2.00 (62.7%);M03888_2.00 (65.5%);M03892_2.00 (63.6%);M03896_2.00 (57.1%);M03903_2.00 (61.0%);M04917_2.00 (61.7%);M04929_2.00 (55.8%);M04941_2.00 (53.0%);M05245_2.00 (56.2%);M06224_2.00 (51.1%);M06281_2.00 (51.6%);M06310_2.00 (63.7%);M06312_2.00 (53.5%);M06318_2.00 (60.0%);M06322_2.00 (69.1%);M06329_2.00 (50.8%);M06370_2.00 (58.4%);M06523_2.00 (56.3%);M06539_2.00 (50.0%);M06544_2.00 (50.0%);M06552_2.00 (59.0%);M06555_2.00 (57.8%);M09153_2.00 (61.1%);M09208_2.00 (61.9%);M09210_2.00 (61.2%);M09569_2.00 (62.9%);M09681_2.00 (63.4%);M10741_2.00 (57.6%);M10806_2.00 (56.9%);MA0069.1 (56.9%);MA0075.1 (69.8%);MA0075.3 (69.8%);MA0125.1 (54.2%);MA0467.1 (61.9%);MA0621.1 (51.4%);MA0634.1 (55.9%);MA0644.1 (59.0%);MA0648.1 (55.7%);MA0654.1 (64.4%);MA0662.1 (57.6%);MA0682.1 (51.4%);MA0682.2 (51.0%);MA0699.1 (50.8%);MA0711.1 (63.9%);MA0712.1 (61.1%);MA0715.1 (59.6%);MA0716.1 (54.1%);MA0717.1 (61.9%);MA0718.1 (60.0%);MA0719.1 (50.0%);MA0722.1 (50.8%);MA0723.1 (50.8%);MA0725.1 (60.3%);MA0726.1 (60.3%);MA0853.1 (61.7%);MA0854.1 (57.6%);MA0883.1 (62.1%);MA0889.1 (51.7%);MA0890.1 (51.7%);MA0891.1 (55.9%);MA0894.1 (50.8%);MA1481.1 (64.7%);MA1547.1 (54.9%)		
A0A087WVH9	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,Luteo_Vpg,Zn_Tnp_IS1595,zf-C2H2_6		M00939_2.00 (70.5%);M07627_2.00 (82.2%);M07628_2.00 (86.0%)	M00609_2.00 (52.2%);M00645_2.00 (53.2%);M00782_2.00 (53.5%);M00786_2.00 (51.2%);M00943_2.00 (60.0%);M00944_2.00 (61.1%);M00945_2.00 (56.3%);M00948_2.00 (60.0%);M00950_2.00 (58.8%);M00952_2.00 (63.5%);M00953_2.00 (61.1%);M00955_2.00 (61.1%);M00958_2.00 (60.0%);M00959_2.00 (60.0%);M00960_2.00 (61.1%);M01474_2.00 (52.9%);M01538_2.00 (50.0%);M02924_2.00 (57.5%);M04387_2.00 (54.9%);M04505_2.00 (51.7%);M04536_2.00 (51.0%);M04611_2.00 (50.0%);M04613_2.00 (53.6%);M06179_2.00 (50.0%);M07566_2.00 (50.1%);M07578_2.00 (50.8%);M07613_2.00 (50.0%);M07620_2.00 (54.9%);M07648_2.00 (50.4%);M07649_2.00 (52.3%);M07659_2.00 (53.6%);M07683_2.00 (52.7%);M07685_2.00 (51.4%);M07686_2.00 (51.7%);M07687_2.00 (51.0%);M07700_2.00 (54.3%);M07717_2.00 (51.7%);M07731_2.00 (58.3%);M07733_2.00 (64.1%);M07754_2.00 (51.4%);M07770_2.00 (53.0%);M08254_2.00 (56.5%);M08274_2.00 (54.9%);M08283_2.00 (52.0%);M08309_2.00 (55.8%);M08325_2.00 (51.0%);M08329_2.00 (51.8%);M08334_2.00 (50.1%);M08355_2.00 (53.0%);M08373_2.00 (50.0%);M08375_2.00 (53.2%);M08395_2.00 (51.4%);M08540_2.00 (50.0%);M08887_2.00 (52.7%);M08908_2.00 (58.5%);M08944_2.00 (54.6%);MA0516.1 (50.0%);MA1124.1 (56.1%);MA1587.1 (53.0%);MA1588.1 (51.4%);MA1599.1 (50.7%);MA1600.1 (50.8%);MA1601.1 (52.7%)		
A0A087WVT1	zf-C2H2_4,C1_4,zf-RING_3,zf-C2H2,Ta0938,Prok-RING_1,zf-C2H2_jaz,XPA_N,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,RRN7,FYDLN_acid,zf-C2H2_6			M00939_2.00 (51.1%);M00943_2.00 (55.8%);M00944_2.00 (54.6%);M00948_2.00 (55.8%);M00950_2.00 (54.6%);M00952_2.00 (55.8%);M00953_2.00 (52.3%);M00958_2.00 (54.6%);M00959_2.00 (54.6%);M00960_2.00 (56.9%);M01432_2.00 (55.3%);M01439_2.00 (51.0%);M01440_2.00 (50.9%);M01868_2.00 (52.9%);M02924_2.00 (50.4%);M04387_2.00 (51.7%);MA1124.1 (50.8%)	TFS_tr_A0A087WVT1_A0A087WVT1_HUMAN:2:258_5v3j_E_1.meme;TFS_tr_A0A087WVT1_A0A087WVT1_HUMAN:78:230_2i13_A_1.meme;TFS_tr_A0A087WVT1_A0A087WVT1_HUMAN:2:258_5wjq_D_1.meme;TFS_tr_A0A087WVT1_A0A087WVT1_HUMAN:149:258_5ei9_E_1.meme;TFS_tr_A0A087WVT1_A0A087WVT1_HUMAN:2:258_5v3m_C_1.meme	a0a087wvt1.af3.3.meme;a0a087wvt1.af3.5.meme;a0a087wvt1.af3.4.meme;a0a087wvt1.af3.0.meme;a0a087wvt1.af3.1.meme;a0a087wvt1.af3.2.meme
A0A087WVZ7	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,KRAB,zf-met,zf-H2C2_2,zf-C2H2_6			M00142_2.00 (55.6%);M00769_2.00 (51.5%);M00774_2.00 (51.5%);M00782_2.00 (56.8%);M00939_2.00 (62.3%);M00943_2.00 (63.5%);M00944_2.00 (65.8%);M00945_2.00 (55.1%);M00948_2.00 (65.8%);M00950_2.00 (64.7%);M00952_2.00 (65.8%);M00953_2.00 (67.0%);M00955_2.00 (65.8%);M00958_2.00 (65.8%);M00959_2.00 (62.3%);M00960_2.00 (64.7%);M01474_2.00 (50.9%);M02913_2.00 (51.0%);M02924_2.00 (63.7%);M04387_2.00 (54.9%);M04465_2.00 (53.5%);M04505_2.00 (55.8%);M04536_2.00 (51.0%);M04590_2.00 (50.0%);M04598_2.00 (59.1%);M04611_2.00 (51.5%);M04613_2.00 (57.9%);M04621_2.00 (53.6%);M04650_2.00 (58.3%);M04653_2.00 (61.2%);M05853_2.00 (50.3%);M06179_2.00 (52.8%);M07562_2.00 (54.3%);M07565_2.00 (51.9%);M07566_2.00 (52.3%);M07578_2.00 (52.7%);M07581_2.00 (53.5%);M07582_2.00 (52.4%);M07586_2.00 (50.1%);M07590_2.00 (56.3%);M07598_2.00 (56.3%);M07600_2.00 (56.0%);M07610_2.00 (62.3%);M07613_2.00 (60.5%);M07618_2.00 (51.0%);M07620_2.00 (53.1%);M07628_2.00 (50.7%);M07634_2.00 (51.7%);M07635_2.00 (53.8%);M07645_2.00 (51.1%);M07646_2.00 (53.2%);M07649_2.00 (54.2%);M07654_2.00 (51.8%);M07656_2.00 (50.8%);M07657_2.00 (53.5%);M07658_2.00 (53.8%);M07662_2.00 (51.8%);M07667_2.00 (55.9%);M07679_2.00 (51.2%);M07683_2.00 (55.4%);M07685_2.00 (52.5%);M07687_2.00 (55.9%);M07689_2.00 (56.9%);M07699_2.00 (51.7%);M07700_2.00 (55.1%);M07701_2.00 (53.7%);M07702_2.00 (50.1%);M07703_2.00 (50.1%);M07712_2.00 (54.3%);M07714_2.00 (50.7%);M07715_2.00 (56.0%);M07720_2.00 (50.5%);M07723_2.00 (50.1%);M07729_2.00 (50.1%);M07754_2.00 (54.3%);M07761_2.00 (54.1%);M07764_2.00 (56.7%);M07767_2.00 (53.1%);M07775_2.00 (51.4%);M08252_2.00 (53.3%);M08254_2.00 (55.2%);M08255_2.00 (52.2%);M08267_2.00 (55.5%);M08274_2.00 (52.5%);M08291_2.00 (51.2%);M08295_2.00 (51.8%);M08309_2.00 (53.6%);M08311_2.00 (52.0%);M08314_2.00 (59.6%);M08325_2.00 (58.6%);M08329_2.00 (51.5%);M08330_2.00 (53.6%);M08334_2.00 (54.5%);M08335_2.00 (50.0%);M08347_2.00 (55.2%);M08355_2.00 (57.0%);M08371_2.00 (51.6%);M08373_2.00 (54.8%);M08375_2.00 (57.2%);M08381_2.00 (50.5%);M08392_2.00 (52.7%);M08395_2.00 (51.1%);M08860_2.00 (50.7%);M08887_2.00 (58.1%);M08901_2.00 (56.3%);M08921_2.00 (50.1%);M08934_2.00 (56.8%);M08944_2.00 (59.6%);M08949_2.00 (51.8%);M08985_2.00 (52.4%);MA0130.1 (50.3%);MA0528.1 (52.9%);MA1124.1 (61.4%);MA1154.1 (50.9%);MA1155.1 (51.2%);MA1587.1 (56.8%);MA1589.1 (53.6%);MA1596.1 (50.8%);MA1597.1 (55.7%);MA1599.1 (52.2%);MA1600.1 (53.2%);MA1601.1 (55.4%);MA1602.1 (54.7%);MA1656.1 (53.2%)	DIMER_tr_A0A087WVZ7_A0A087WVZ7_HUMAN:453:504_1llm_D_1.meme;TFS_tr_A0A087WVZ7_A0A087WVZ7_HUMAN:480:757_5wjq_D_1.meme;TFS_tr_A0A087WVZ7_A0A087WVZ7_HUMAN:511:785_5v3m_C_1.meme;TFS_tr_A0A087WVZ7_A0A087WVZ7_HUMAN:511:785_5v3j_E_1.meme;TFS_tr_A0A087WVZ7_A0A087WVZ7_HUMAN:631:784_2i13_A_1.meme	a0a087wvz7.af3.5.meme;a0a087wvz7.af3.1.meme;a0a087wvz7.af3.3.meme;a0a087wvz7.af3.4.meme;a0a087wvz7.af3.2.meme;a0a087wvz7.af3.0.meme
A0A087WW90	GTF2I					a0a087ww90.af3.5.meme;a0a087ww90.af3.3.meme;a0a087ww90.af3.4.meme;a0a087ww90.af3.2.meme;a0a087ww90.af3.0.meme;a0a087ww90.af3.1.meme
A0A087WWX5	zf-C2H2_4,zf-C2H2,zf-BED,zf-C2H2_jaz,zf-met,zf-H2C2_2,zf-C2HC_2,RRN7	MA0741.1				
A0A087WX29	RRM_3,RRM_6,RRM_1					
A0A087WXA8	zf-C2H2_4,C1_4,zf-C2H2,DNA_RNApol_7kD,zf-C2H2_jaz,KRAB,zf-H2C2_2,Yippee,HTH_Tnp_ISL3,CxxC_CxxC_SSSS,DUF2039,zf-C2H2_6			M00134_2.00 (50.8%);M00142_2.00 (55.6%);M00609_2.00 (52.2%);M00779_2.00 (50.0%);M00782_2.00 (55.0%);M00786_2.00 (53.3%);M00939_2.00 (64.7%);M00943_2.00 (67.0%);M00944_2.00 (69.4%);M00945_2.00 (54.0%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (67.0%);M00953_2.00 (68.2%);M00955_2.00 (68.2%);M00958_2.00 (63.5%);M00959_2.00 (67.0%);M00960_2.00 (67.0%);M01456_2.00 (56.6%);M01474_2.00 (50.0%);M02924_2.00 (62.0%);M03671_2.00 (53.3%);M04387_2.00 (63.0%);M04465_2.00 (58.5%);M04505_2.00 (57.9%);M04536_2.00 (55.2%);M04598_2.00 (58.7%);M04611_2.00 (62.2%);M04613_2.00 (58.0%);M04621_2.00 (56.3%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M05844_2.00 (50.6%);M05855_2.00 (52.0%);M07562_2.00 (56.3%);M07578_2.00 (58.0%);M07587_2.00 (53.4%);M07600_2.00 (53.1%);M07607_2.00 (50.3%);M07610_2.00 (60.4%);M07618_2.00 (51.7%);M07620_2.00 (53.7%);M07623_2.00 (50.7%);M07648_2.00 (54.4%);M07649_2.00 (56.2%);M07660_2.00 (54.7%);M07667_2.00 (53.6%);M07678_2.00 (50.1%);M07699_2.00 (51.3%);M07701_2.00 (53.7%);M07702_2.00 (51.3%);M07706_2.00 (61.1%);M07707_2.00 (50.1%);M07712_2.00 (53.9%);M07720_2.00 (50.0%);M07746_2.00 (53.2%);M07753_2.00 (55.3%);M07754_2.00 (56.7%);M07764_2.00 (52.8%);M07767_2.00 (50.3%);M07775_2.00 (50.9%);M07777_2.00 (50.2%);M08247_2.00 (54.4%);M08252_2.00 (57.2%);M08254_2.00 (55.2%);M08255_2.00 (51.9%);M08267_2.00 (59.2%);M08291_2.00 (52.1%);M08311_2.00 (51.4%);M08325_2.00 (59.4%);M08329_2.00 (60.3%);M08334_2.00 (56.2%);M08342_2.00 (52.4%);M08355_2.00 (57.5%);M08365_2.00 (56.0%);M08373_2.00 (56.2%);M08375_2.00 (55.6%);M08392_2.00 (53.0%);M08395_2.00 (55.3%);M08859_2.00 (56.1%);M08867_2.00 (50.0%);M08901_2.00 (57.1%);M08917_2.00 (50.3%);M08921_2.00 (50.4%);M08934_2.00 (53.5%);M08985_2.00 (60.3%);MA0528.1 (50.4%);MA1124.1 (63.3%);MA1154.1 (59.7%);MA1602.1 (53.0%);MA1656.1 (52.7%)	TFS_tr_A0A087WXA8_A0A087WXA8_HUMAN:370:523_2i13_A_1.meme;TFS_tr_A0A087WXA8_A0A087WXA8_HUMAN:302:579_5wjq_D_1.meme;TFS_tr_A0A087WXA8_A0A087WXA8_HUMAN:276:552_5v3m_C_1.meme;TFS_tr_A0A087WXA8_A0A087WXA8_HUMAN:276:552_5v3j_E_1.meme	a0a087wxa8.af3.3.meme;a0a087wxa8.af3.0.meme;a0a087wxa8.af3.2.meme;a0a087wxa8.af3.4.meme;a0a087wxa8.af3.5.meme;a0a087wxa8.af3.1.meme
A0A087WXP2	MH1,NfI_DNAbd_pre-N,CTF_NFI	M05741_2.00				
A0A087WXQ5	VGCC_alpha2,RRM_1,RRM_6,Calcipressin,OB_RNB,RRM_3,RRM_5					a0a087wxq5.af3.5.meme;a0a087wxq5.af3.2.meme;a0a087wxq5.af3.0.meme;a0a087wxq5.af3.4.meme;a0a087wxq5.af3.1.meme;a0a087wxq5.af3.3.meme
A0A087WXS2	HNF-1_N,HTH_37,TBD,HTH_5,IcmF-related,DUF2183		M00408_2.00 (78.9%);MA0153.1 (82.2%)	M00171_2.00 (55.5%);M09144_2.00 (56.6%);MA0046.1 (56.6%)		
A0A087WXT3	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,zf-AN1,KRAB,zf-H2C2_2,HTH_Tnp_ISL3,Siva,Zn_Tnp_IS1595,C1_1,zf-H2C2_5,XS,zf-C2H2_6,GATA,BolA		M08263_2.00 (92.6%)	M00609_2.00 (52.2%);M00764_2.00 (50.1%);M00782_2.00 (57.4%);M00786_2.00 (54.6%);M00939_2.00 (63.6%);M00943_2.00 (63.6%);M00944_2.00 (65.8%);M00945_2.00 (52.2%);M00948_2.00 (64.7%);M00950_2.00 (64.7%);M00952_2.00 (63.6%);M00953_2.00 (68.1%);M00955_2.00 (60.0%);M00958_2.00 (64.7%);M00959_2.00 (63.6%);M00960_2.00 (65.8%);M01474_2.00 (50.9%);M01538_2.00 (52.3%);M02924_2.00 (63.7%);M03671_2.00 (51.2%);M04387_2.00 (60.3%);M04465_2.00 (55.7%);M04505_2.00 (55.4%);M04515_2.00 (50.3%);M04536_2.00 (55.7%);M04590_2.00 (51.2%);M04598_2.00 (58.2%);M04611_2.00 (56.8%);M04613_2.00 (53.1%);M04621_2.00 (52.3%);M04650_2.00 (57.3%);M05853_2.00 (55.4%);M05855_2.00 (53.8%);M07562_2.00 (50.7%);M07565_2.00 (51.9%);M07566_2.00 (52.6%);M07578_2.00 (56.3%);M07582_2.00 (55.2%);M07587_2.00 (51.4%);M07588_2.00 (53.9%);M07600_2.00 (55.7%);M07601_2.00 (53.9%);M07607_2.00 (50.4%);M07610_2.00 (60.3%);M07613_2.00 (61.2%);M07618_2.00 (57.0%);M07620_2.00 (57.5%);M07623_2.00 (50.7%);M07633_2.00 (52.1%);M07656_2.00 (50.7%);M07657_2.00 (53.5%);M07660_2.00 (53.7%);M07667_2.00 (54.8%);M07683_2.00 (57.2%);M07687_2.00 (56.2%);M07699_2.00 (50.9%);M07701_2.00 (55.9%);M07707_2.00 (51.1%);M07715_2.00 (56.2%);M07723_2.00 (52.3%);M07753_2.00 (56.6%);M07754_2.00 (56.0%);M07761_2.00 (51.1%);M07764_2.00 (57.8%);M07767_2.00 (52.0%);M07775_2.00 (52.8%);M07777_2.00 (50.2%);M08247_2.00 (55.9%);M08252_2.00 (53.9%);M08254_2.00 (54.8%);M08255_2.00 (50.0%);M08274_2.00 (55.3%);M08283_2.00 (53.6%);M08291_2.00 (53.2%);M08309_2.00 (56.3%);M08311_2.00 (54.9%);M08314_2.00 (50.2%);M08325_2.00 (58.0%);M08329_2.00 (60.0%);M08334_2.00 (55.4%);M08342_2.00 (50.1%);M08355_2.00 (53.9%);M08357_2.00 (50.4%);M08365_2.00 (58.2%);M08373_2.00 (56.2%);M08375_2.00 (60.7%);M08381_2.00 (52.5%);M08395_2.00 (57.8%);M08540_2.00 (52.2%);M08859_2.00 (53.5%);M08887_2.00 (61.0%);M08901_2.00 (56.4%);M08917_2.00 (51.7%);M08921_2.00 (51.7%);M08934_2.00 (56.9%);M08944_2.00 (59.9%);MA0528.1 (51.9%);MA1124.1 (62.3%);MA1154.1 (51.7%);MA1589.1 (52.3%);MA1596.1 (50.9%);MA1599.1 (54.5%);MA1600.1 (56.4%);MA1601.1 (57.2%);MA1602.1 (51.4%);MA1656.1 (54.4%)		
A0A087WXU1	DUF3313,MAS20	MA0620.2				
A0A087WXV4	Foamy_virus_ENV,Hormone_recep,Se-cys_synth_N,zf-C4	MA0114.1				
A0A087WXV5	HTH_23,PAX,HTH_32,HTH_29	MA0779.1				
A0A087WXW6	zf-C2H2_4,DUF2225,zf-LITAF-like,Elf1,zf-C2H2,zf-C2H2_jaz,zf-met,Rad50_zn_hook,zf-H2C2_2,zf-C2H2_2,zf-C2HC_2,zf-C2H2_6,BolA		M08979_2.00 (84.5%)	M00608_2.00 (50.9%);M00609_2.00 (50.0%);M00953_2.00 (56.6%);M01883_2.00 (50.0%);M03691_2.00 (54.9%);M06087_2.00 (56.8%);M07762_2.00 (56.6%);M08247_2.00 (52.8%);M08334_2.00 (54.5%);M08397_2.00 (57.6%);M09002_2.00 (57.1%);M10203_2.00 (52.9%);MA0038.1 (55.1%);MA0038.2 (55.1%);MA0073.1 (52.9%);MA0743.1 (57.6%);MA0744.1 (57.6%);MA1124.1 (52.8%);MA1558.1 (57.1%);MA1594.1 (52.8%)		
A0A087WXZ1	P53	M11197_2.00				
A0A087WYF4	zf-C2H2_4,C1_4,zf-C2H2,FYVE,TFIIS_C,zf-BED,zf-C2H2_jaz,zf-HIT,KRAB,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6			M00019_2.00 (50.8%);M00764_2.00 (61.6%);M00782_2.00 (57.9%);M00939_2.00 (66.6%);M00943_2.00 (63.0%);M00944_2.00 (66.6%);M00945_2.00 (54.6%);M00948_2.00 (63.0%);M00950_2.00 (64.2%);M00952_2.00 (63.0%);M00953_2.00 (65.4%);M00955_2.00 (63.0%);M00958_2.00 (64.2%);M00959_2.00 (63.0%);M00960_2.00 (65.4%);M01456_2.00 (54.7%);M01531_2.00 (50.9%);M02924_2.00 (59.2%);M04387_2.00 (56.7%);M04465_2.00 (51.0%);M04475_2.00 (54.4%);M04598_2.00 (57.3%);M04613_2.00 (59.4%);M04621_2.00 (60.1%);M04650_2.00 (60.4%);M04653_2.00 (62.5%);M05844_2.00 (50.0%);M07562_2.00 (50.5%);M07566_2.00 (53.5%);M07578_2.00 (51.9%);M07579_2.00 (58.7%);M07581_2.00 (56.1%);M07588_2.00 (50.6%);M07601_2.00 (53.2%);M07633_2.00 (52.1%);M07638_2.00 (59.7%);M07656_2.00 (53.2%);M07659_2.00 (53.5%);M07678_2.00 (61.1%);M07683_2.00 (51.4%);M07689_2.00 (50.2%);M07731_2.00 (53.0%);M07747_2.00 (50.0%);M07753_2.00 (57.9%);M07770_2.00 (50.5%);M08234_2.00 (53.6%);M08247_2.00 (52.9%);M08254_2.00 (52.4%);M08267_2.00 (55.6%);M08292_2.00 (55.7%);M08314_2.00 (50.6%);M08325_2.00 (58.0%);M08329_2.00 (54.5%);M08334_2.00 (54.4%);M08335_2.00 (51.7%);M08355_2.00 (55.9%);M08357_2.00 (52.2%);M08366_2.00 (50.0%);M08367_2.00 (50.5%);M08373_2.00 (52.2%);M08375_2.00 (55.1%);M08386_2.00 (52.5%);M08395_2.00 (55.7%);M08901_2.00 (53.5%);M08985_2.00 (60.4%);MA0103.1 (50.0%);MA0103.2 (50.0%);MA1124.1 (61.7%);MA1154.1 (52.4%);MA1587.1 (59.5%);MA1588.1 (50.2%);MA1596.1 (52.9%);MA1601.1 (51.4%);MA1602.1 (52.4%);MA1656.1 (51.6%)	TFS_tr_A0A087WYF4_A0A087WYF4_HUMAN:121:393_5v3m_C_1.meme;DIMER_tr_A0A087WYF4_A0A087WYF4_HUMAN:228:277_1llm_D_1.meme;TFS_tr_A0A087WYF4_A0A087WYF4_HUMAN:255:365_5ei9_E_1.meme;TFS_tr_A0A087WYF4_A0A087WYF4_HUMAN:121:393_5v3j_E_1.meme;TFS_tr_A0A087WYF4_A0A087WYF4_HUMAN:162:393_5wjq_D_1.meme;TFS_tr_A0A087WYF4_A0A087WYF4_HUMAN:211:364_2i13_A_1.meme	a0a087wyf4.af3.1.meme;a0a087wyf4.af3.2.meme;a0a087wyf4.af3.0.meme;a0a087wyf4.af3.4.meme;a0a087wyf4.af3.3.meme;a0a087wyf4.af3.5.meme
